Boiler_Type,Capacity_MW,Steam_Flow_TPH,Rated_Pressure_kgcm2,Rated_Steam_Temperature_C,Superheater_Weight_kg,Reheater_Weight_kg,Water_Circulation_System_Weight_kg,Economiser_Weight_kg,Steam_Drum_Weight_kg,Pipe_Supports_kg,Buckstay_System_kg,Boiler_Rough_Mountings_kg,Foundation_Bolts_kg,Grouting_kg,Insert_Materials_kg,Insulation_Weight_kg,Seal_Boxes_kg,Sealing_Arrangements_kg,Hoppers_kg,Chutes_kg,Deaerator_kg,Soot_Blowers_kg,Boiler_Mountings_Fittings_kg,Maintenance_Tools_kg,Field_Instruments_kg,Instrumentation_Erection_Hardware_kg,Electrical_Panels_kg,Electrical_Erection_Materials_kg,Illumination_System_kg,HP_Dosing_System_kg,LP_Dosing_System_kg,Common_Blowdown_Equipment_kg,Sample_Coolers_kg,Fasteners_kg,Gaskets_kg,Spares_kg,Miscellaneous_Items_kg,Total_Estimated_Weight_kg
CFBC,250,150,325,350,128907.2,98706.0,342270.5,378737.7,1485329.3,265287.5,883956.2,82715.5,106331.8,105151.3,45022.4,246730.9,118837.4,104142.5,290636.3,158874.5,226978.5,179335.5,264749.2,36936.7,49216.6,34056.7,76212.9,60290.1,13848.6,21402.6,12237.6,17766.6,8525.6,24642.0,12211.7,304472.6,91424.9,6275945.4
Two-Pass,100,1000,200,350,840503.6,505424.7,97324.9,2497124.0,383977.0,363230.4,281470.5,49557.3,82984.3,58730.8,37236.0,268964.6,68644.4,58594.8,209147.4,100733.5,602248.7,99345.2,183212.6,23363.2,34818.7,24421.4,62438.9,34640.2,10142.2,15495.3,9410.8,15566.3,6458.8,22880.8,13400.5,362600.5,94466.4,7518558.7
AFBC,800,200,200,400,174218.1,106471.1,832458.1,509890.3,2997581.5,407151.6,1621566.8,161110.8,184654.7,172929.8,73062.7,597559.6,196004.9,149824.2,540400.8,282874.9,269042.3,322397.9,583192.3,51701.7,73836.4,51272.1,120515.4,92877.5,19708.5,29618.6,15840.7,24571.1,13120.6,37459.4,20985.3,508570.6,154090.1,11396560.4
Bi-Drum,100,2000,300,400,2375921.5,1357366.1,121018.1,5105526.3,925519.3,494589.2,309610.6,58636.2,72645.2,59387.3,36419.6,334883.6,64564.6,54524.3,174721.7,85220.6,909841.9,111772.9,157652.7,23521.7,40298.3,21418.5,53323.9,35387.2,11974.2,16119.9,8078.9,13347.5,7598.5,28403.9,17093.6,674131.4,173344.2,13933863.4
Two-Pass,800,200,250,400,151521.0,101927.7,939628.1,437309.9,3158124.8,335073.7,1602852.8,180116.7,181262.9,147846.8,72101.7,694210.5,163209.2,144106.0,542940.0,244551.8,259431.5,324783.7,584803.4,52035.2,84368.6,43688.7,119630.3,81907.9,22834.6,34879.6,16169.3,24869.9,13138.7,42441.7,20953.5,570989.6,172223.0,11565932.8
Bi-Drum,250,300,300,300,249700.0,198563.4,331083.8,748294.5,2096694.7,325260.8,612173.2,81347.1,105162.0,88774.5,46161.8,300875.9,98379.2,84742.0,343838.7,132995.4,336779.3,181173.9,297043.4,35943.6,57396.9,33678.5,74486.3,51533.6,13669.4,24359.3,10382.6,17720.7,8359.5,23500.6,11367.7,316324.5,94048.3,7431815.1
AFBC,500,500,150,300,369850.5,230173.2,430316.8,1032393.4,1701454.5,371199.7,994592.8,124635.1,167889.7,144459.9,68825.5,586950.4,130611.4,113976.0,420588.1,221986.4,401192.7,213784.6,379885.4,45007.9,71019.2,43643.8,115688.0,68772.4,16393.1,30256.4,12578.2,22439.1,9819.0,32146.8,19375.3,424070.0,127628.3,9143603.6
AFBC,250,1000,150,250,606408.5,375677.4,204688.0,2324183.1,1079960.2,333544.4,604477.1,96567.9,107138.9,91568.8,44832.1,433176.5,109058.0,84311.1,334318.0,136996.7,596007.8,178947.0,261888.9,36952.9,48274.2,34452.9,75736.3,50421.6,13385.9,20747.5,11796.1,17754.7,8531.5,34069.6,15106.7,461832.5,133598.1,8966410.9
AFBC,500,150,150,300,104393.7,57800.2,436542.4,361282.6,1709414.8,293885.3,1168429.3,121578.5,151034.1,123274.6,58512.0,408757.8,137123.2,115617.6,506817.4,222225.9,224148.2,213654.7,370857.3,39198.0,71777.3,43087.8,101462.4,67558.5,16368.1,30381.8,12585.7,21578.8,11324.5,28434.9,16862.2,391113.6,116218.4,7753301.6
CFBC,250,1000,100,300,719295.7,412279.7,191375.0,2473651.1,796689.1,386630.4,758039.2,96229.0,122496.6,104655.1,45872.2,425028.6,141939.6,124961.9,298365.2,157983.8,589773.0,154745.5,258247.2,31422.2,47500.8,33348.9,75579.3,51146.2,13567.8,20760.9,10107.5,17923.1,8509.1,28784.3,14543.6,407025.3,140963.4,9159440.3
Two-Pass,100,300,100,350,192415.1,99977.6,71412.0,770208.9,294990.2,205301.9,288945.7,50902.8,71232.7,70696.4,37112.1,156103.5,57645.9,49829.4,178669.9,99919.8,331578.0,113872.0,157126.6,27184.9,35754.1,21424.8,53092.8,40323.7,10203.5,18141.2,8361.0,13407.3,6782.8,16174.0,9663.6,160964.1,56083.6,3775501.9
Two-Pass,200,1000,100,250,614531.8,306168.3,151804.4,2313143.6,629481.2,311413.8,553264.5,87275.7,96977.5,80219.6,47604.6,426808.2,95609.7,84205.5,255448.7,137524.8,703746.6,137795.6,233087.5,33415.3,44959.0,31098.5,82044.7,53859.7,14703.1,19731.1,9643.6,16915.5,7954.9,27015.2,16013.9,329982.5,100751.3,8054199.9
AFBC,100,150,325,250,126898.1,76996.7,111226.9,347518.8,644287.0,189789.6,353341.7,59430.6,73041.1,58197.8,36222.9,150988.5,58524.2,51088.1,176933.2,84956.9,191417.7,99530.9,153730.7,27995.5,40454.8,23914.3,53968.4,40468.2,10345.5,18620.0,9397.4,13549.4,7701.2,17053.5,7212.9,147880.8,45013.0,3507696.3
AFBC,100,500,100,350,357691.6,217737.8,59115.4,1076088.2,411490.8,253695.8,343847.3,57756.4,81513.7,68037.2,31502.6,221002.4,70156.6,60006.5,173260.3,87031.5,456209.2,98027.4,180540.0,27949.0,35718.8,24279.8,61293.8,34414.0,10609.7,18828.9,8339.6,13316.1,6593.2,21272.9,10902.3,240455.3,62848.8,4881532.9
Two-Pass,250,1000,200,350,738809.7,489623.6,236435.8,2191955.6,1019840.2,351297.1,670625.1,85422.8,106246.5,90596.2,45387.4,503218.4,109704.0,92961.5,295825.6,136757.6,605855.9,155777.0,264730.4,36699.3,56423.4,33016.7,87357.6,50972.1,13828.7,21327.0,12026.9,17619.4,8283.1,29005.2,16818.0,469301.8,122195.7,9165945.3
CFBC,50,500,250,400,457648.0,292589.8,43183.5,1299351.2,269854.3,263784.1,274841.1,33905.5,53189.0,51521.3,23614.0,131614.9,55580.7,47856.9,120128.4,69618.2,449850.1,68081.7,105450.1,19568.8,27271.2,19268.4,46417.1,31060.0,8552.5,12759.0,7966.0,12938.0,6491.6,18329.0,7799.2,201574.0,57897.2,4589554.8
Bi-Drum,50,300,200,350,276804.6,157013.5,40416.5,631600.9,358981.7,210608.0,215726.7,33732.7,53212.4,44361.1,23915.3,100039.0,51555.2,38967.5,117226.8,59349.8,290348.4,68575.6,122779.0,22874.5,32319.9,19567.4,45987.2,31510.2,9731.0,15060.4,8033.6,10910.7,6580.8,15624.6,6509.7,173822.9,45081.2,3338828.8
AFBC,660,1000,300,300,975675.8,583457.9,985359.4,2073208.0,3452232.4,534463.3,1444714.7,165828.2,196470.1,162428.0,76358.5,837768.6,157404.1,154224.6,591055.6,254705.9,612655.9,291048.7,512458.0,49948.6,67669.3,48355.5,112584.6,75821.0,21591.1,32454.9,15043.5,23592.9,10859.9,47941.8,23915.7,763293.6,196137.2,15550727.3
Bi-Drum,500,2000,150,400,1657383.5,1308426.2,429969.5,5195263.2,2530214.1,638817.6,1041543.3,141714.9,143760.0,120069.5,69939.2,1029480.2,137274.3,124407.5,420312.9,193589.3,920830.0,215685.3,433988.8,43935.7,72204.5,42640.2,98488.9,77541.2,19211.6,25202.9,12331.7,22333.6,11383.3,51238.8,24897.0,931754.2,276111.4,18461944.3
CFBC,270,2000,150,300,1738630.4,951118.8,256971.7,4119193.2,1182054.7,462717.9,812159.8,99239.2,127360.2,107076.9,45793.0,672270.6,146663.0,109021.8,346268.2,160620.9,1041794.4,187906.8,319434.1,32087.4,49855.2,33932.3,76652.3,62216.4,16286.1,21684.7,10696.7,21613.4,9788.3,36583.6,18384.7,711430.2,181506.0,14169012.9
Bi-Drum,500,150,250,250,121442.3,82842.3,646300.8,298609.0,3558314.5,381459.5,1247803.9,119726.0,145408.5,145932.7,69977.5,466722.6,166552.3,144027.9,432134.2,193993.1,224533.9,251364.9,379127.0,45276.5,70646.6,36378.2,114678.6,76536.0,17117.8,26002.9,14597.3,21998.8,9775.1,28788.2,14313.7,481107.0,147970.3,10181459.9
AFBC,250,1000,250,350,829947.6,594031.8,306115.3,2141188.9,1152617.0,368389.1,599222.6,96437.4,106150.4,88961.6,53599.5,441905.0,110913.1,80812.7,343675.9,133829.8,597258.2,151663.3,261811.3,31778.5,48032.8,28552.9,76669.7,51502.0,15653.3,24036.5,10326.4,20255.8,9868.0,33706.1,14407.2,419630.0,146971.1,9389920.8
Bi-Drum,250,1000,100,350,683114.0,523428.6,188312.7,2204382.2,1148491.1,406961.1,719743.3,81962.0,106013.1,92098.5,44443.0,437537.2,113564.5,85026.2,331667.2,133422.1,605719.7,175745.8,261245.9,35855.2,55327.7,33388.5,77432.0,59546.5,13453.7,20840.6,12236.3,20814.3,9711.8,34839.3,16876.2,424914.3,147554.7,9305669.3
CFBC,100,200,200,300,162606.9,91930.2,100553.4,411616.5,462597.2,169178.8,456791.0,58432.0,82809.8,68602.9,36748.6,139409.2,77774.0,66833.3,175024.0,83931.0,233986.2,97337.7,181234.1,23689.3,34917.7,24507.1,61492.7,40928.0,11745.2,18380.4,8067.7,13602.8,6769.5,17534.4,8937.3,163222.4,47242.6,3638433.9
AFBC,660,1000,200,350,772467.4,553068.2,787258.7,2203399.0,2890363.0,419510.8,1432846.4,142281.6,197374.1,157944.7,65322.6,849292.5,151884.7,154447.4,489943.6,251467.5,706471.1,293210.0,436182.3,49504.9,79277.7,46289.1,115089.5,73913.5,18643.4,28448.3,15556.4,27415.8,12462.2,46575.4,20654.0,623460.9,187849.9,14299876.6
Bi-Drum,50,500,100,300,301019.5,206988.2,28471.3,1192786.3,275724.9,245459.2,185633.8,40550.0,52997.1,44425.6,24302.8,131558.2,52060.1,45588.0,141842.3,69293.0,394025.2,67572.7,123298.0,18906.0,31839.8,16687.8,46804.7,26281.1,9872.9,13141.6,6893.4,11189.0,6381.2,15650.5,7573.0,176264.4,53433.3,4064514.9
CFBC,660,1000,300,350,1061352.2,703145.0,946077.6,2193637.0,2954814.8,539413.6,1628797.2,142541.9,170011.3,140570.9,76787.3,862400.3,193399.9,194527.5,496873.8,224031.6,596691.0,249516.6,449579.2,41825.6,79176.8,46642.8,109667.5,73180.5,20828.2,33268.3,13314.3,23685.5,10841.8,39957.9,24134.9,811266.4,203737.3,15355696.5
CFBC,270,300,200,300,256652.6,166024.8,252216.8,619167.4,1137524.9,289160.1,819612.9,85738.8,111300.5,109051.5,47093.3,371622.1,143376.0,129301.7,359160.2,139381.4,342666.2,190983.7,309909.9,32766.8,58226.1,35138.2,79058.1,60816.0,16229.7,21079.9,12225.1,18474.2,9757.5,23785.7,12175.1,336213.3,103330.5,6699221.0
CFBC,500,2000,100,350,1615901.7,893116.7,360249.0,4384336.5,1473093.5,578550.4,1297263.6,119994.6,151231.2,142843.8,60011.9,990399.8,198549.9,168886.9,418000.1,224854.8,1032531.8,254786.6,386165.9,37788.5,61762.3,37803.9,103439.6,67016.4,16893.9,30361.5,12305.7,22015.7,9846.4,42345.6,21446.9,843344.2,217653.6,16274792.9
AFBC,200,1000,250,350,851918.9,526791.7,205090.3,2188506.4,938058.5,356136.6,598465.6,73562.4,114854.4,81662.7,42638.8,423820.5,83039.8,75032.5,298993.5,140506.5,589293.2,157835.9,262552.3,34706.1,52025.0,30819.5,79383.7,46624.6,12460.8,22520.5,11089.4,16429.1,7676.7,31644.2,16317.8,392340.8,116641.2,8879439.9
CFBC,200,2000,150,400,1673779.3,1273183.5,159174.7,5158388.4,899084.1,469243.0,654980.1,74706.9,99653.1,81749.7,41363.2,521464.0,128745.8,93128.0,303863.2,120492.3,1032624.6,135182.8,265863.7,34461.3,43741.5,26558.1,79681.2,46011.7,12963.3,22729.6,9795.5,19671.4,9346.5,39424.8,19319.0,708439.1,183390.9,14442204.3
Two-Pass,500,2000,300,350,1981194.9,1167385.2,695091.6,5018755.1,2314823.5,536066.0,1104650.0,141491.3,147108.2,125804.4,60302.6,996489.4,154157.4,111032.3,495759.3,188718.5,924653.9,254253.7,375425.3,39097.4,61276.4,36825.7,102816.2,66728.8,19194.2,25439.3,14456.3,24951.8,11614.6,49706.0,25229.4,866390.3,266815.9,18403704.9
AFBC,270,1000,150,400,759878.4,538561.0,225590.6,2253903.1,1139781.0,358999.7,743514.1,88566.0,113660.7,107659.3,46580.9,453754.6,116926.6,100224.4,348401.0,142126.4,704397.5,183679.8,319093.3,38194.1,48305.1,29228.9,80220.9,61047.7,14100.2,24947.4,12305.7,21075.9,9672.3,30666.0,14862.4,423713.2,146291.0,9699929.2
Two-Pass,100,500,300,400,495613.4,248323.8,105649.6,1082483.6,519110.5,276030.0,329773.2,59566.8,83127.7,70179.4,36766.5,190366.1,69318.9,60248.1,171579.6,85201.9,390566.4,115230.7,158694.7,23903.4,39822.0,24725.0,62797.3,40497.9,12004.2,15808.5,9725.3,13352.1,7888.3,22176.6,9281.7,220027.8,80003.1,5129844.1
Two-Pass,660,2000,300,400,1788082.5,1076089.2,839537.5,5267200.2,2513397.6,648105.8,1190760.0,143001.9,196417.8,161499.7,79695.3,1044105.6,172204.4,128821.1,497685.8,253264.4,1041353.0,294528.3,521647.2,49285.1,77249.0,47317.8,114327.6,87966.9,18155.6,27816.8,13503.3,23434.2,10639.2,54449.8,23518.3,869704.1,301166.3,19575931.3
CFBC,200,500,150,300,337039.1,224999.3,161686.2,1073782.8,877374.2,246694.7,659814.2,75588.5,111242.0,80505.7,49422.3,307024.0,124959.0,95030.0,305029.8,121587.5,464261.6,159703.9,226230.0,34178.7,45811.6,31667.3,69658.1,47497.5,12829.7,19872.3,9938.8,19485.7,7690.7,27723.9,11525.0,324540.3,85369.4,6449763.8
Bi-Drum,270,1000,100,350,667071.8,464175.2,210432.2,2493623.1,1212858.6,407010.0,674433.0,101428.8,114473.8,95103.8,45688.6,459258.5,105392.3,87381.0,298051.8,136658.5,693379.7,185933.4,268820.8,36670.4,48549.2,29349.4,93432.5,51168.1,16395.3,24449.4,12215.4,17827.0,9878.7,30260.7,14691.1,494419.2,125820.0,9726301.3
Two-Pass,250,1000,150,350,656332.4,387407.4,206288.6,2514729.8,911371.7,326532.0,669515.6,95080.7,128143.7,90205.7,53346.0,502181.5,107651.2,80996.4,334200.5,131305.5,585946.9,180244.2,308849.9,30629.6,56820.5,33787.3,76634.1,50708.3,13536.5,24408.5,12076.1,17449.3,8307.4,29251.9,14580.8,449595.2,138530.1,9226645.3
Bi-Drum,270,150,250,300,116489.8,90956.1,282384.4,311387.9,1782322.3,247966.9,668068.2,102095.1,129293.4,106387.7,55643.5,302867.0,119893.3,105662.3,303235.1,162598.5,225312.4,184302.6,311349.0,36976.9,48563.1,34017.1,77641.7,61461.3,16496.7,25221.1,10526.3,21098.3,9859.8,25871.0,11242.0,290264.7,98614.8,6376070.3
AFBC,500,1000,150,350,728762.9,444850.5,423580.0,2170830.1,1744913.2,384138.6,1186442.5,122315.8,174965.3,125119.9,70849.1,837731.9,153335.4,115778.7,431997.7,186854.4,694530.4,257346.6,381963.5,43907.8,70766.4,37866.4,101567.9,66398.3,16938.6,26467.5,13990.7,22101.0,9676.3,43305.2,18363.7,620545.3,183108.1,11911309.7
AFBC,500,1000,200,350,894653.3,547259.4,507157.0,2539080.1,2220313.4,475562.8,994236.9,141650.9,171967.7,141480.4,70608.3,807762.4,153871.3,133892.6,493806.4,189301.0,681868.8,218918.2,374515.0,38906.9,71632.7,43329.2,114659.7,68222.0,17099.9,25682.4,12071.9,25273.6,10064.9,43425.7,18486.8,629704.2,164829.0,13041294.8
CFBC,100,200,100,300,135733.6,87863.4,58647.9,414866.9,398865.0,181707.1,448569.0,50683.3,73216.5,59807.6,31597.6,164839.9,78670.2,78812.8,177495.0,83872.0,266757.3,99275.9,181872.5,28047.9,35828.9,20998.5,52594.3,40673.8,12017.8,18087.4,9692.7,13854.8,7803.7,15209.0,7618.3,175770.0,46500.1,3557850.7
Bi-Drum,100,150,325,300,144507.8,94757.6,111178.4,318169.3,805469.0,210582.5,371024.1,58462.4,81811.7,60614.7,31801.1,149728.7,73342.9,62299.0,172319.4,84949.4,225374.4,115144.2,155392.9,23867.7,35277.0,24955.7,53645.0,40520.8,12156.2,15710.1,9335.7,15657.0,7795.5,14344.9,7252.6,167793.1,57452.2,3812693.0
Two-Pass,800,2000,250,250,1605441.8,965562.4,1076399.5,4622861.3,3230493.7,532371.3,1557765.0,155304.8,184381.4,150944.4,85228.1,1419894.2,168130.1,169918.4,652973.2,284948.1,902725.3,322775.5,492143.3,52915.6,84411.4,44141.4,143713.4,80818.2,19627.7,34226.9,13859.7,25740.4,12814.7,59512.7,25234.0,861033.1,291919.3,20330230.3
Two-Pass,660,500,200,350,401932.3,239058.8,688827.9,1274079.3,2483005.5,405237.5,1175101.6,166150.1,190749.5,142196.7,77390.9,695427.6,151427.7,131285.9,575678.5,252567.4,468145.4,291318.9,504831.0,48194.3,77225.2,47655.0,128936.9,74090.9,18584.6,32502.4,12925.2,28301.2,10428.1,36990.8,18038.1,486854.2,144805.4,11479944.8
CFBC,100,200,200,350,155136.6,101350.4,83375.2,504572.2,465655.2,168782.3,399203.5,57194.7,84490.9,69263.1,32020.0,143150.0,76292.2,78798.2,177412.5,99118.9,232709.9,111960.5,183624.0,27846.4,40148.8,24383.1,53762.6,41422.2,10273.9,18420.4,8343.8,13528.0,6571.7,15261.7,8772.5,159199.1,57074.1,3709118.6
Bi-Drum,660,300,150,300,198906.0,161708.4,677028.6,746247.6,3285475.8,351573.8,1497931.9,162002.0,192232.9,161254.6,78489.0,709471.3,165007.8,162520.6,485631.7,251364.4,343180.1,289454.5,506010.8,41739.0,67850.7,39839.8,112155.8,86352.5,20856.2,32945.4,13370.1,24052.1,10515.5,35665.6,17134.2,496797.2,172675.2,11597441.1
AFBC,100,300,300,400,267265.8,185248.1,120452.0,668426.4,525545.1,205119.6,294149.3,57275.1,71123.7,60231.0,32092.9,157956.1,69366.1,59249.1,176991.9,86070.8,331319.1,98480.5,181325.7,23525.3,34771.9,20962.9,60525.2,36154.6,10198.1,18916.3,8318.2,15630.3,6584.7,19261.9,9473.7,220440.6,66765.5,4199217.5
Two-Pass,270,1000,150,250,580027.9,397669.7,224581.7,1980083.6,829654.8,381996.4,688931.8,101328.5,114103.7,92433.9,54896.1,448598.7,98209.1,84242.4,304076.0,138083.8,608556.5,186976.6,265529.0,38018.2,58671.0,29763.8,77196.0,62212.6,15844.2,21875.6,12021.4,21648.3,8386.3,35572.3,14961.9,382878.7,131770.1,8490800.6
CFBC,100,300,100,400,200528.3,127410.8,59035.8,767671.2,339429.1,211785.0,461514.0,51125.6,71002.4,68758.0,31150.6,188814.1,77693.0,78109.8,206937.9,100704.8,286716.5,112570.7,155338.2,24137.9,35196.0,21185.9,53378.3,40757.6,12012.9,18199.2,9729.2,13306.8,6615.3,16894.4,8138.1,179740.6,60930.1,4096518.1
Two-Pass,500,1000,300,350,962771.6,478762.8,607833.1,2198645.3,2288859.7,474993.9,1130896.4,119264.0,170711.1,142477.3,70601.6,836182.7,134265.1,132069.4,431568.6,219988.5,595962.7,258232.8,442091.4,38854.6,60972.5,42462.8,115971.4,77903.3,19065.7,25636.3,14193.0,25767.9,11444.1,42936.8,18116.0,644338.6,190678.3,13024519.3
Two-Pass,200,1000,100,250,597311.9,301367.3,150637.6,2033605.6,541258.0,310153.2,486564.0,73133.4,110787.6,80517.7,48602.0,368552.2,98028.1,82149.8,252985.2,122871.6,694447.4,139551.1,232838.7,28861.0,51402.9,26397.0,81523.0,46718.5,14593.7,23191.8,11586.6,19739.2,7960.0,27262.9,13712.0,389627.1,116115.9,7584054.0
CFBC,250,1000,100,250,596339.5,389149.4,194332.5,2006129.6,915102.2,382589.1,763081.7,83602.3,122565.4,106782.7,52131.1,433486.0,141242.9,104531.3,286888.5,137350.2,688655.0,153926.6,302546.5,31684.2,57210.0,33815.0,78381.2,57948.8,13306.3,24059.4,10554.1,20333.8,9679.3,28761.6,17311.5,386077.1,135479.6,8765034.4
CFBC,100,1000,100,350,669421.9,507275.8,58747.5,2482522.4,411768.6,353039.4,385891.1,50173.0,82918.1,70503.7,31539.0,270845.8,76398.4,76943.1,201317.3,99047.1,698732.0,112075.6,157599.1,23660.1,39939.6,24948.6,61215.3,35184.5,10342.9,18760.1,8039.9,13499.3,7701.4,23091.1,11386.3,364927.4,107457.0,7546912.4
Two-Pass,200,500,250,250,386481.9,227306.1,236918.0,994328.0,774386.6,292325.4,558516.8,83941.0,99902.5,93025.0,48788.6,347276.8,81114.6,84389.8,300055.1,119552.4,449434.9,137390.6,272321.1,30105.9,50716.1,30948.6,71313.4,53121.6,14834.6,23186.8,11316.5,18910.5,9177.2,23675.6,11443.8,317031.8,83217.0,6336454.6
CFBC,270,1000,200,250,833989.0,467436.5,299307.2,2028762.9,1291536.3,347730.8,804343.8,100601.5,108746.0,107144.3,55353.9,458494.8,129003.2,110717.6,349794.4,160144.4,598243.8,187346.0,320883.1,36672.4,49309.2,34101.6,77518.3,53838.7,16403.0,24702.7,10674.9,20684.9,10019.0,30653.3,15105.9,489184.5,130201.3,9758649.2
Bi-Drum,100,200,100,250,107692.7,74576.7,60314.7,411064.5,490327.3,187285.9,362337.6,58059.3,82774.5,59364.1,36022.6,167577.7,63014.5,63609.1,177336.9,100965.6,262802.7,116339.9,158748.1,24454.7,39814.6,21292.0,62654.6,34884.2,10090.7,18779.9,8251.1,13323.0,7761.4,17708.5,7681.0,150075.2,54563.7,3511549.0
Two-Pass,270,2000,250,350,1596852.8,1081802.3,325929.1,4340028.7,1021532.0,486997.7,685057.7,99713.1,113140.5,92561.4,46997.2,672288.9,111822.0,82529.3,306969.0,136264.8,1072494.4,188212.9,310244.2,37189.8,57918.8,34232.4,90630.5,51799.4,13899.3,20916.1,12410.2,18280.3,8496.5,35786.3,20883.6,723268.4,213143.1,14110292.7
Bi-Drum,200,200,100,250,125286.4,87160.2,131206.5,477933.6,955954.3,200365.8,624133.1,72371.5,99496.6,80295.5,41565.6,225600.2,90738.8,75457.1,252069.2,120564.1,259733.3,142064.1,229750.6,33580.8,53001.5,27454.0,71147.3,47319.6,14911.0,19294.5,9921.2,19367.6,7759.9,23349.3,9818.6,256292.5,74619.8,4959584.1
AFBC,270,500,200,400,462494.5,240512.4,290645.6,1278466.6,1115086.6,285140.5,746682.4,102128.4,110082.9,109950.0,54762.0,378523.4,97505.6,83504.2,350758.7,137368.4,398057.5,185668.9,320714.9,37058.0,49520.2,29217.9,78827.9,53935.0,16007.2,21578.5,10533.5,18038.3,8433.1,29977.1,14867.4,320859.6,111564.4,7548471.6
AFBC,500,2000,250,350,2032728.8,1086149.8,639869.8,4229956.3,2139418.3,531234.7,990298.3,142332.3,168203.3,119962.5,70588.1,856928.5,152847.5,119166.4,506853.7,193727.8,892348.7,217488.2,373531.2,38592.9,62672.4,42567.6,117067.9,79558.6,19338.1,25748.9,12605.5,22023.4,11510.8,42698.9,24827.5,888917.2,229831.7,17081595.6
CFBC,100,2000,150,400,1674349.5,1264327.7,74100.0,4464528.5,479114.7,543737.7,394176.6,51531.0,81524.0,61030.1,31100.5,326841.4,76557.3,77094.6,201173.1,84075.9,1071906.0,96067.7,155105.1,27592.4,41119.8,21549.1,51790.7,41143.2,12213.4,18099.3,8019.4,15794.3,7672.2,29355.6,14699.6,551444.0,191468.1,12240302.5
Two-Pass,660,2000,200,400,1571404.7,927517.9,778644.9,4559379.2,2494434.7,529202.0,1381802.7,144874.8,198031.4,159428.3,66380.6,1040715.6,177175.4,129087.0,579065.2,252291.0,1035358.4,247547.2,449091.4,49622.8,80495.4,47979.0,112498.2,77046.8,18484.0,27981.7,13074.4,27539.8,10381.3,55388.2,27015.4,938403.6,237410.6,18444753.6
AFBC,100,1000,200,250,805342.3,481934.3,84045.1,2405002.8,468478.5,307443.3,348952.3,51046.6,72160.5,68257.9,35856.6,269084.2,71232.3,61435.5,177936.8,85172.8,681056.6,95458.5,185681.2,23617.4,41332.1,21101.6,62798.8,34449.2,12157.1,15792.5,9408.1,13552.3,6758.4,23196.8,11641.9,364280.5,108368.2,7504033.0
CFBC,500,2000,150,350,1817368.3,1183470.4,505388.8,5084149.5,1703289.0,502591.2,1483336.1,138454.2,170042.1,144098.4,69719.0,1012390.4,175530.1,145908.4,416435.8,223171.8,901791.4,259321.6,441443.7,45307.4,61906.0,37295.2,119610.9,68090.4,19722.8,25513.1,12131.7,25360.1,9812.5,42768.2,25224.1,884863.9,263273.6,18018780.1
AFBC,100,200,100,300,125153.4,68188.8,70805.3,480763.6,398701.3,154583.0,305035.2,58291.4,82502.8,70583.2,36463.0,138024.5,59488.5,52031.4,204040.7,96571.5,230255.6,113222.0,184470.1,24367.7,35636.3,21086.3,61418.4,41617.7,12151.3,15488.2,9598.2,15908.2,7859.6,17959.9,8919.5,165756.7,49609.5,3416552.8
Two-Pass,660,1000,300,350,978065.9,554925.3,981662.5,2500086.4,2956951.9,501881.0,1362087.7,166127.0,165620.5,163548.7,67634.5,1002261.4,179248.2,149834.4,566130.8,254270.3,707828.5,290650.5,527644.6,47873.4,78249.3,46304.0,113916.6,89123.7,17850.5,27578.4,13416.0,27893.1,12153.3,46813.6,20849.7,629486.9,190867.2,15438835.8
CFBC,200,1000,250,350,1023887.3,680452.2,206531.8,2513592.6,1091219.6,415671.7,656275.8,73092.5,96899.1,79273.8,42192.8,431656.7,126009.3,95819.4,300011.9,141299.0,583177.2,140997.9,262367.6,33766.0,43887.7,26518.4,82852.1,47386.8,13068.0,19668.4,9918.6,19073.5,9078.8,28114.8,15728.5,419623.8,147383.4,9876497.0
Two-Pass,250,500,325,400,422442.4,293281.9,342118.2,1309139.3,1095748.0,337340.9,564580.0,82155.3,105193.2,91874.6,45131.0,357671.1,93201.6,92202.2,338203.8,136258.5,448483.6,158763.0,295879.2,37338.2,55687.6,33516.2,89432.5,49597.8,13512.7,24166.5,10152.6,20469.6,9528.5,29739.4,14424.8,316269.1,94072.0,7407575.3
Bi-Drum,660,500,100,300,315554.8,236435.5,568502.3,1041917.9,2738305.3,420482.6,1519964.3,166451.3,191013.9,163598.8,76762.8,702366.5,158557.7,163573.6,580427.4,218868.0,404774.5,254510.2,523394.7,42693.7,67755.5,47667.1,115278.5,87844.7,21215.7,32290.8,13048.8,27334.7,10637.7,43352.1,18614.2,515016.5,181774.1,11669986.2
Two-Pass,200,500,150,300,353219.9,175896.5,187647.7,1194701.9,649496.1,246491.3,474797.7,85541.0,113119.2,79329.1,42079.8,295193.5,96813.4,70834.9,301230.1,140221.9,466897.9,162270.4,225730.9,30047.5,45773.2,26857.9,71724.3,55268.6,14740.2,23246.0,9968.1,16209.4,9015.4,27099.0,13619.0,310949.6,80506.0,6096537.4
